plant_id,customer_id,plant_name,manufacturer,model,installation_date,cooling_capacity,heating_capacity,energy_efficiency_rating,warranty_expiration,last_inspection_date,plant_status
6685,2208,"Hammes, Adams and Sporer Plant","Casper, Donnelly and Bruen",DUEPA4ZGPS,2023-12-11,31610 BTU,59109 BTU,16.751112271909506,2027-02-12,2024-03-30,Inactive
6686,2208,Armstrong and Sons Plant,"Gutmann, Paucek and Hermiston",DXNKK6ZBZC,2023-12-12,27527 BTU,27741 BTU,19.017769655357473,2027-11-29,2024-05-19,Inactive
6687,2209,Wolff and Sons Plant,Bergstrom LLC,PLWVKVDTKS,2023-06-18,51775 BTU,37615 BTU,20.810720743688623,2028-05-14,2023-09-13,Inactive
6688,2210,Murazik - O'Reilly Plant,Schimmel Inc,QS1PWRTLVC,2024-08-27,36041 BTU,26071 BTU,17.516745736297636,2028-03-24,2024-09-10,Inactive
6689,2210,Runolfsdottir LLC Plant,"Grant, Goldner and Miller",2XE6H4VPBQ,2020-08-29,58946 BTU,41969 BTU,15.729517382151354,2029-04-27,2024-03-20,Inactive
6690,2211,"Runolfsson, Bradtke and McDermott Plant",Lind - Kilback,NX8IQGREDV,2021-12-11,45909 BTU,54879 BTU,13.57241441127672,2027-02-05,2022-08-21,Under Maintenance
6691,2211,Beahan - Wolff Plant,Lindgren Inc,4GOEPWQENG,2024-06-24,46024 BTU,53228 BTU,20.90156018292592,2027-01-15,2024-08-24,Under Maintenance
6692,2211,Luettgen - Dicki Plant,Murray Group,LJU63KZETY,2023-07-31,45341 BTU,35209 BTU,17.494055339561235,2026-04-29,2023-12-06,Under Maintenance
6693,2211,Gleason LLC Plant,Blick - Cummings,FL1OX05WV8,2023-10-19,35817 BTU,56438 BTU,17.924444734117582,2030-03-08,2024-03-03,Inactive
6694,2212,Connelly and Sons Plant,Daniel Inc,6VCT5V7XCW,2020-04-20,31536 BTU,32729 BTU,13.66338645293849,2022-04-21,2021-03-08,Under Maintenance
6695,2212,"Stiedemann, Braun and Ryan Plant",O'Kon and Sons,ORV2HMHPG6,2022-10-25,34944 BTU,52652 BTU,16.905381159883174,2030-09-23,2023-07-10,Under Maintenance
6696,2212,Kunde - Morissette Plant,Schaden and Sons,D2WJANQLRY,2021-06-26,49588 BTU,54252 BTU,14.928928742008807,2028-09-14,2023-10-19,Inactive
6697,2212,Gislason Inc Plant,Schneider Inc,FIDWDGLTAJ,2021-12-27,26387 BTU,27779 BTU,19.319124010181923,2026-03-27,2022-02-04,Under Maintenance
6698,2213,Walsh LLC Plant,Johnston Group,6A7SQVKMFJ,2022-11-11,45598 BTU,48008 BTU,17.834149649739764,2027-08-31,2023-10-02,Under Maintenance
6699,2213,"Schultz, Legros and Sanford Plant",Treutel - Rohan,N9VV9GOX1R,2024-01-27,35642 BTU,49770 BTU,13.749354474695078,2030-06-26,2024-09-11,Inactive
6700,2213,Roberts - Beier Plant,Bailey LLC,NKOLJXRH4I,2022-09-04,27524 BTU,26286 BTU,16.68875228445023,2030-01-13,2024-08-05,Under Maintenance
6701,2213,"Kuhic, Hermiston and Olson Plant",Johns - Hermann,ZCSE69P6QO,2020-04-18,41539 BTU,24408 BTU,18.80328326653659,2026-05-20,2021-04-08,Active
6702,2214,Balistreri Inc Plant,Collier Group,SCIXMYP4VT,2024-05-14,44915 BTU,28766 BTU,16.999076508413868,2030-04-12,2024-07-07,Under Maintenance
6703,2214,Rath - Gleichner Plant,Carter Inc,SXVHPX5DSS,2022-03-19,45076 BTU,31090 BTU,15.236065152282528,2025-02-08,2023-08-12,Under Maintenance
6704,2214,"Sipes, Kiehn and Torphy Plant",Mills LLC,TTYKZLEWMN,2022-10-04,48241 BTU,51911 BTU,16.01009868838991,2023-10-30,2023-07-04,Under Maintenance
6705,2214,"Miller, Towne and Adams Plant",Hilpert Inc,ALE70NWB2Z,2021-09-09,56595 BTU,51095 BTU,20.78540418678375,2027-01-18,2022-12-02,Under Maintenance
6706,2214,Zboncak LLC Plant,Langosh - Beahan,4KJXJYERYE,2021-02-18,58599 BTU,47488 BTU,14.438398863511694,2021-05-30,2021-08-01,Active
6707,2215,Upton - Hyatt Plant,Hamill LLC,TUCZP3FWR7,2020-07-12,49101 BTU,32220 BTU,18.451659292506708,2020-08-17,2021-01-17,Inactive
6708,2215,"Bayer, Watsica and Windler Plant","O'Reilly, Macejkovic and Goodwin",LJC4TGAYJL,2023-06-12,32732 BTU,39345 BTU,16.08436048246603,2025-08-26,2024-03-20,Inactive
6709,2215,Johnson - Schuster Plant,Schuster Inc,VXEEG9HYJH,2023-09-19,28401 BTU,57216 BTU,13.545520533120353,2028-10-21,2024-05-26,Inactive
6710,2216,Friesen - Ondricka Plant,Maggio - Little,DYD0LJUXOH,2024-09-16,31429 BTU,40049 BTU,13.81104826136924,2025-10-09,2024-09-22,Inactive
6711,2217,"Spinka, Dibbert and Maggio Plant",Johnson LLC,XHIVE5TA6G,2021-03-05,41260 BTU,38396 BTU,19.161985725769288,2026-08-27,2021-11-04,Under Maintenance
6712,2217,Roob Inc Plant,"Zulauf, Gusikowski and Mayert",UV3CE4SP2I,2023-05-16,48330 BTU,55819 BTU,17.75883753236362,2028-04-12,2023-08-19,Inactive
6713,2218,"McLaughlin, Trantow and Legros Plant","Nicolas, Kuphal and Barrows",RZ2VHCNZVA,2022-02-13,58672 BTU,27851 BTU,15.685754639860454,2026-11-22,2023-09-06,Active
6714,2219,"Doyle, Lowe and Boyle Plant",Brakus - Huel,N1R46ZEHLQ,2022-01-08,40015 BTU,55869 BTU,15.5460571269249,2026-12-05,2022-10-26,Inactive
6715,2219,Rempel - Runolfsson Plant,Jakubowski - Crooks,HIRKEI7NOQ,2024-03-13,48408 BTU,47074 BTU,20.604781956093547,2026-07-08,2024-08-03,Under Maintenance
6716,2219,"Veum, Sanford and McClure Plant",Rohan - Hilll,YOFSIAIYH2,2020-10-31,43215 BTU,32179 BTU,20.0721117952755,2026-09-14,2022-05-09,Under Maintenance
6717,2220,Ward Inc Plant,Berge Group,XSOXQ9NPLT,2023-02-09,41772 BTU,24724 BTU,19.925631112907244,2023-09-06,2023-04-23,Active
6718,2220,"Rogahn, Ortiz and West Plant",Mayert Inc,P3KT3U9WJT,2023-09-25,48010 BTU,33995 BTU,14.530209904049773,2027-01-23,2023-12-21,Inactive
6719,2220,"McCullough, O'Connell and Hammes Plant","Abbott, Jacobson and Hilll",LYGFC6Q28A,2020-02-19,26333 BTU,54804 BTU,18.33002891698926,2027-08-12,2022-09-28,Active
6720,2221,"Friesen, O'Connell and Kihn Plant","Crona, Pfeffer and Torp",QNHSP3J6U6,2021-05-01,38727 BTU,34838 BTU,15.449612370285804,2028-07-19,2024-04-03,Active
6721,2221,"Effertz, Harber and Langosh Plant","Mayer, Boyle and Lueilwitz",DEUX5809RT,2020-05-14,30472 BTU,48807 BTU,18.653748368747245,2028-03-31,2023-03-28,Inactive
6722,2221,"Kozey, Hettinger and Dibbert Plant","Balistreri, DuBuque and Upton",YW7FKRVBRU,2020-08-12,35955 BTU,56687 BTU,13.74597027612172,2024-11-06,2024-07-24,Inactive
6723,2222,Abbott - Hamill Plant,"McKenzie, Huels and Bernier",ZRQJFVJ9U8,2020-10-28,29358 BTU,51340 BTU,20.407629148062174,2025-11-16,2023-01-16,Active
6724,2222,Prohaska - Stroman Plant,Krajcik - Rolfson,BUTZXZCOGP,2020-02-10,29434 BTU,24418 BTU,19.042884627346943,2020-11-15,2023-10-14,Under Maintenance
6725,2223,Dickinson - Bartoletti Plant,McGlynn - Langosh,Z7OGKHYMV8,2020-10-10,25827 BTU,24221 BTU,17.07233275370939,2023-08-09,2021-10-06,Under Maintenance
6726,2223,Swift LLC Plant,McKenzie and Sons,LHWHLPSWXO,2022-09-28,39181 BTU,46733 BTU,16.175844099224015,2030-12-10,2024-07-13,Inactive
6727,2223,Anderson - Cormier Plant,"Beer, Wiza and Weimann",MUMCEHDNK8,2022-08-27,36805 BTU,31198 BTU,16.876047951758615,2028-08-25,2023-03-07,Inactive
6728,2223,Hauck LLC Plant,"Jones, Gutmann and Larson",RZKUJC5COY,2021-04-01,59302 BTU,32743 BTU,15.666820338409188,2024-04-19,2024-05-19,Inactive
6729,2223,"Pollich, Hoeger and Turner Plant",Kertzmann - Okuneva,D7AHJETQJJ,2024-05-23,43184 BTU,43040 BTU,14.159899372094571,2025-06-03,2024-06-04,Active
6730,2224,Bergstrom - Maggio Plant,Friesen and Sons,XJQXUIAJ62,2021-05-14,46420 BTU,28175 BTU,18.271687926446127,2029-09-04,2022-05-17,Active
6731,2225,Grant - Cartwright Plant,"Collins, Weimann and Marvin",9DTZJKWU3T,2021-05-23,49166 BTU,40060 BTU,13.754396887462057,2028-11-01,2024-09-03,Under Maintenance
6732,2225,"Jast, Schmidt and Runolfsson Plant","Borer, Champlin and Douglas",UR7Q0PCUMS,2020-03-05,40774 BTU,28798 BTU,14.24599432698166,2027-10-14,2024-08-17,Under Maintenance
6733,2225,"Abernathy, Walsh and Barton Plant",Jacobs - Fritsch,RONEDZDQBN,2020-10-19,28788 BTU,30654 BTU,13.90189320685533,2020-12-20,2024-08-03,Inactive
6734,2225,"Ritchie, Buckridge and MacGyver Plant",Blanda - Gibson,ISHCE1YSLW,2020-05-14,27252 BTU,28378 BTU,15.739896450505,2023-09-28,2023-12-09,Under Maintenance
6735,2225,Zulauf - Sawayn Plant,Davis - Kirlin,HWUNFVZWKV,2023-10-27,31673 BTU,40784 BTU,20.479149715117114,2026-05-08,2023-10-28,Under Maintenance
6736,2226,Witting Group Plant,"Turner, Schoen and Fay",59O8RO3NKT,2021-10-02,47944 BTU,28759 BTU,16.519194385541134,2021-11-11,2024-03-17,Active
6737,2226,Champlin - Larson Plant,"Hettinger, O'Hara and Effertz",1QVYOOBE8G,2022-12-27,36337 BTU,28111 BTU,20.027563743365498,2026-08-18,2023-10-09,Inactive
6738,2226,Quigley Group Plant,"Raynor, Satterfield and Orn",VKHIDFB1AP,2024-05-05,50464 BTU,24168 BTU,15.035935211857183,2027-02-28,2024-06-01,Inactive
6739,2226,"Franecki, DuBuque and Sipes Plant","Robel, Konopelski and Abshire",HABK0B9SVS,2021-08-08,26384 BTU,54399 BTU,16.085245453779272,2028-03-07,2022-12-23,Inactive
6740,2226,White Group Plant,"Upton, Beer and Rice",BBEJXFAM5Y,2022-09-28,30543 BTU,50791 BTU,19.123266583048533,2029-07-05,2023-07-28,Inactive
6741,2227,"Bernhard, Wolff and Beahan Plant",O'Keefe LLC,0KXRGBHIAV,2020-08-08,55426 BTU,37456 BTU,16.659601867769325,2022-10-03,2024-01-26,Active
6742,2227,Baumbach - Marks Plant,Lemke - Bechtelar,5AC2ESHZGE,2024-09-22,29198 BTU,41728 BTU,16.48461499453363,2029-12-25,2024-09-23,Inactive
6743,2227,Hahn Inc Plant,"Oberbrunner, Schneider and Franecki",4GL7XTEDWW,2024-08-28,48449 BTU,44825 BTU,19.130019157199065,2028-07-15,2024-09-10,Active
6744,2227,Sawayn LLC Plant,Torp - Wehner,FX4JVOBH0E,2021-03-23,56753 BTU,45351 BTU,20.64078541688442,2027-01-08,2022-01-31,Active
6745,2227,"Macejkovic, Jenkins and Swift Plant","Thompson, Weissnat and Robel",1PHQMANDVM,2024-05-14,39980 BTU,49135 BTU,20.973449320042832,2024-12-29,2024-06-19,Inactive
6746,2228,Bruen - Koepp Plant,"Reichert, Kuvalis and Kuhn",GYPNRZYY5L,2022-03-20,55520 BTU,38172 BTU,14.502767535705324,2027-06-13,2023-07-21,Inactive
6747,2228,Nicolas - Witting Plant,Conn Group,LGMHWXJ96N,2024-01-31,45458 BTU,43319 BTU,20.901154565538803,2027-10-23,2024-05-23,Active
6748,2229,"Feil, Mohr and Cummings Plant",Sauer Inc,SNFZ0UZC26,2024-03-23,34681 BTU,25345 BTU,17.940150534857544,2028-02-09,2024-08-04,Inactive
6749,2229,"Hyatt, Pouros and Lehner Plant","Schmeler, Jaskolski and Vandervort",9O6MXHFJKS,2021-12-19,36356 BTU,35524 BTU,16.414524154545926,2024-02-15,2022-12-14,Inactive
6750,2230,Hirthe Inc Plant,Marvin LLC,YXRBNLQEPX,2020-08-04,31866 BTU,56835 BTU,17.407439231613452,2026-07-01,2022-09-05,Inactive
6751,2231,Smitham and Sons Plant,Hilpert LLC,Y7NOYRXGZQ,2020-08-28,26969 BTU,42490 BTU,13.413018344150696,2027-02-21,2024-05-23,Inactive
6752,2232,"Denesik, Schaefer and Stoltenberg Plant",Greenholt and Sons,DFBJGNP9CR,2021-11-14,42620 BTU,33709 BTU,16.395662568718258,2029-12-09,2023-12-30,Inactive
6753,2232,"Rice, Mohr and McClure Plant",Denesik and Sons,P10LFK5MKZ,2021-05-22,32636 BTU,30761 BTU,15.329400561570434,2024-10-19,2022-11-18,Under Maintenance
6754,2232,Botsford - Trantow Plant,Monahan Inc,TGZMFWPYHW,2023-06-14,36591 BTU,28021 BTU,13.139825258468093,2029-06-24,2024-08-22,Active
6755,2232,"Prohaska, Sporer and McGlynn Plant",Haley and Sons,B69PXBQDY4,2023-07-01,36847 BTU,40130 BTU,13.909319248364568,2024-11-02,2024-07-19,Under Maintenance
6756,2233,"Stanton, Fisher and Pacocha Plant","Lakin, Schmidt and Purdy",GTC2BSVBWI,2023-04-18,42890 BTU,44716 BTU,16.28636317277698,2028-05-28,2024-07-08,Under Maintenance
6757,2233,Rohan and Sons Plant,"Rice, Carroll and Wiza",YANRW74RVG,2023-03-18,40686 BTU,56749 BTU,14.125092094687801,2027-04-03,2023-07-16,Under Maintenance
6758,2234,Tromp - Friesen Plant,"Mante, Olson and Quigley",K3WTPJKOZZ,2020-06-11,25966 BTU,30490 BTU,18.199859282704644,2026-05-14,2022-06-02,Inactive
6759,2234,"Sawayn, Weber and O'Connell Plant",Quigley LLC,QAA1MOAGAH,2020-09-06,40747 BTU,48640 BTU,17.86613397593817,2026-04-12,2022-02-16,Active
6760,2234,"O'Connell, Dare and Wiegand Plant",Bergstrom and Sons,BCHVLO0DK2,2020-07-22,24356 BTU,30212 BTU,15.437821924360975,2027-07-08,2023-11-06,Active
6761,2234,West - Okuneva Plant,"Osinski, Mills and Berge",7F3U9JCS3A,2020-10-03,43522 BTU,37470 BTU,14.957272438680786,2030-04-04,2024-08-20,Inactive
6762,2234,Stoltenberg Inc Plant,Huels LLC,XYVCZQVBQJ,2023-11-09,44982 BTU,35156 BTU,13.428553463268672,2025-02-22,2024-06-03,Under Maintenance
6763,2235,Dach - Pfannerstill Plant,Willms and Sons,SBLOUDH9AV,2023-03-18,43061 BTU,59921 BTU,18.63071406505174,2024-05-17,2023-05-08,Inactive
6764,2235,"Hyatt, Nikolaus and Towne Plant","Lubowitz, Shanahan and Olson",WBLZVKOJLP,2023-03-11,59276 BTU,55254 BTU,13.379487119158856,2025-03-24,2024-01-28,Under Maintenance
6765,2235,Lesch LLC Plant,Yost and Sons,1SHFFEHI5P,2022-02-25,45569 BTU,47009 BTU,19.442820044246446,2022-04-20,2024-01-09,Inactive
6766,2235,"Hagenes, Hudson and Kling Plant",Hane - Medhurst,AXWTPJYWT2,2020-07-28,30478 BTU,43363 BTU,14.170984442936977,2029-10-13,2020-09-23,Under Maintenance
6767,2235,Hamill LLC Plant,"Rogahn, Gutmann and Hamill",Q00LYSNGBR,2022-11-01,45685 BTU,30735 BTU,13.310952402006226,2029-01-19,2024-05-09,Under Maintenance
6768,2236,"Dooley, Paucek and Morar Plant",Breitenberg Inc,NFCPMUXSCW,2021-11-22,26706 BTU,27137 BTU,15.148117319338645,2026-07-16,2022-07-13,Under Maintenance
6769,2236,Luettgen - Zemlak Plant,Lang Group,OXFN8MNT0T,2021-05-26,30320 BTU,28202 BTU,20.185674159062547,2030-10-27,2022-05-04,Active
6770,2236,Purdy and Sons Plant,Bashirian Group,6BCCQWU3S5,2022-01-23,30071 BTU,54973 BTU,17.343907968492402,2027-08-03,2023-08-07,Under Maintenance
6771,2236,Grant - Klocko Plant,"Glover, Hills and Purdy",IMOIKIDDSF,2020-05-02,50202 BTU,38433 BTU,15.36968985923072,2029-05-15,2022-11-09,Inactive
6772,2236,"Sporer, Jenkins and Schimmel Plant",Ryan Group,GDNLUNLRUD,2022-02-22,44444 BTU,45503 BTU,17.921033594438292,2026-02-15,2023-11-19,Inactive
6773,2237,"Davis, Heathcote and Cummerata Plant",Ryan - Ledner,1SBPEDKZR4,2020-12-19,37252 BTU,41165 BTU,18.919715438702596,2027-10-28,2022-08-02,Inactive
6774,2238,Hessel - McLaughlin Plant,Franecki - Ernser,SAQNLPHZZX,2021-11-27,49983 BTU,45981 BTU,19.1999552071932,2022-08-05,2023-06-15,Under Maintenance
6775,2238,Kozey Inc Plant,Hackett - Hauck,UEYDYK3FJG,2022-05-29,46683 BTU,47174 BTU,20.103139369856176,2028-12-12,2023-11-01,Active
6776,2238,MacGyver Group Plant,Trantow - Labadie,ZJLJVVJ5HN,2022-03-10,48658 BTU,47027 BTU,14.385343799625664,2024-12-10,2023-05-23,Under Maintenance
6777,2238,Keeling and Sons Plant,"Conroy, Welch and Cummerata",IXFSMSYL6Z,2023-09-21,45847 BTU,33330 BTU,16.310567781495287,2030-05-24,2023-11-06,Inactive
6778,2238,"Willms, Wiza and Monahan Plant",Wilderman Group,90VRARCSVL,2021-01-26,55549 BTU,45035 BTU,14.0698896818305,2028-08-15,2022-05-05,Active
6779,2239,Rice Inc Plant,"Lueilwitz, Erdman and Kunde",HICBJH5KSM,2024-06-16,55217 BTU,40251 BTU,13.73643556586336,2027-02-20,2024-07-23,Active
6780,2239,Wiza Group Plant,Ruecker - Toy,PPZ9VXOZYC,2024-04-13,59365 BTU,56816 BTU,16.570087634935447,2025-04-06,2024-08-29,Inactive
6781,2239,"Greenholt, Bernier and Douglas Plant",Schuppe - Senger,WR4WDANV3Y,2024-06-03,43598 BTU,24553 BTU,15.906297595968606,2024-07-05,2024-06-26,Under Maintenance
6782,2240,Nienow Inc Plant,Yundt Group,8F8IZVUSPE,2021-03-23,33612 BTU,46022 BTU,17.916584394603387,2021-11-19,2021-11-06,Under Maintenance
6783,2240,Bartoletti and Sons Plant,Hermann and Sons,CSH7UUHCHO,2021-05-04,45699 BTU,36947 BTU,15.400602747817773,2021-08-10,2022-08-03,Under Maintenance
6784,2241,Dickinson - Veum Plant,Spinka Inc,JX4O2SLKXH,2020-01-28,48443 BTU,59351 BTU,19.594770032811788,2028-11-27,2020-04-23,Active
6785,2241,Blanda - Casper Plant,Wintheiser LLC,OQCTY1EHL7,2020-08-15,55934 BTU,38332 BTU,14.54219008183171,2029-02-04,2020-10-14,Under Maintenance
6786,2241,"Keeling, Stamm and Schmidt Plant",Murazik - Bechtelar,RE6KADRYX0,2023-07-19,46374 BTU,35108 BTU,16.987916130530827,2025-08-05,2024-07-07,Active
6787,2242,"Bernhard, Dickinson and Parisian Plant",Runolfsson - Mitchell,1LKOHXSP52,2021-11-17,47191 BTU,50478 BTU,17.16341620787562,2024-04-21,2021-12-11,Under Maintenance
6788,2242,McDermott LLC Plant,Mohr - Flatley,XEAM1SDVUY,2020-07-31,59836 BTU,58506 BTU,16.493515427237945,2030-11-07,2023-12-05,Active
6789,2242,Wisozk - Christiansen Plant,"Osinski, Lubowitz and Hirthe",MWXDTNLBDN,2024-03-12,39204 BTU,45449 BTU,20.00162254543958,2030-08-03,2024-06-18,Inactive
6790,2242,Runolfsdottir Inc Plant,"Hahn, Ferry and Schuppe",3Y47PP9559,2020-02-22,27758 BTU,49521 BTU,13.194839603563594,2026-05-09,2020-07-28,Active
6791,2243,Sanford - Friesen Plant,"Roob, Mante and Fadel",SQVDRMBAKI,2023-11-18,44783 BTU,32431 BTU,20.671597327457796,2026-01-22,2024-03-30,Inactive
6792,2243,Kassulke - Schneider Plant,Rolfson - Lind,PXI9OFQZBF,2021-07-14,29352 BTU,45307 BTU,14.13660941544384,2027-03-05,2022-05-06,Under Maintenance
6793,2243,"Emmerich, Osinski and Goldner Plant","Gerhold, Beer and Glover",LDWH5KNWCA,2024-04-18,51237 BTU,30782 BTU,20.484829917052863,2026-09-11,2024-06-10,Inactive
6794,2243,Schneider - Durgan Plant,"Howe, O'Reilly and Padberg",0XKKBROWBB,2020-02-19,24921 BTU,49107 BTU,19.36108473826041,2028-04-29,2021-10-12,Under Maintenance
6795,2243,"Bins, Kirlin and Schoen Plant",Flatley Group,Y1Q1GA2QNQ,2023-08-05,40790 BTU,46093 BTU,17.489993754749356,2027-07-20,2024-04-28,Under Maintenance
6796,2244,"Mosciski, O'Keefe and Adams Plant","Raynor, Bosco and Emard",BMUI4K0RC7,2023-07-12,38249 BTU,47220 BTU,16.92590490708876,2025-04-18,2024-03-27,Active
6797,2244,Luettgen and Sons Plant,"Sawayn, Carroll and Hagenes",JOSD7WHFSH,2023-03-22,35913 BTU,24882 BTU,16.91475343977703,2028-07-24,2023-07-12,Under Maintenance
6798,2245,Jacobi and Sons Plant,Pfeffer - Hettinger,QZOTNX9M30,2024-08-09,39800 BTU,50204 BTU,20.65394008601442,2030-10-17,2024-08-16,Under Maintenance
6799,2245,"Rau, Lemke and O'Hara Plant","Spinka, Anderson and Cremin",SMDTQKGEKK,2022-06-21,29242 BTU,40589 BTU,18.238024249583447,2026-07-08,2022-09-24,Under Maintenance
6800,2245,Keebler - Weimann Plant,"Steuber, Stehr and Ratke",CXYHB9TBYG,2021-12-10,58004 BTU,43884 BTU,18.090408651638946,2022-02-20,2023-05-08,Active
6801,2245,Herman - Farrell Plant,Flatley - Ebert,CO0EEFVNL8,2022-06-16,29905 BTU,51977 BTU,20.807239486631147,2025-07-15,2023-04-25,Inactive
6802,2246,Connelly and Sons Plant,Orn Group,8LHP4FO6AA,2020-01-06,51926 BTU,51956 BTU,15.241491257137088,2020-03-08,2023-02-13,Active
6803,2247,"Powlowski, Dare and Rosenbaum Plant",Haag - Lind,9HJ7CWMGNZ,2020-01-25,58455 BTU,41709 BTU,15.730761889336733,2026-09-21,2024-01-01,Inactive
6804,2247,"Torphy, Ernser and Ondricka Plant",Jenkins and Sons,H5N5PXMFHS,2020-04-19,46220 BTU,31198 BTU,18.77276423627172,2024-05-09,2020-10-18,Inactive
6805,2247,Mraz - Franecki Plant,Gutmann - Price,LBCIQF1UTV,2023-08-18,43444 BTU,58887 BTU,19.99795093957677,2026-07-27,2023-12-05,Under Maintenance
6806,2248,"Dibbert, Sanford and Gislason Plant",Shields Inc,JNAFUICFJB,2021-04-06,58647 BTU,39146 BTU,17.423651636738292,2027-04-18,2024-02-09,Inactive
6807,2249,"Mueller, Johnston and Ledner Plant","Schroeder, Pfeffer and Gleichner",EV5TDCQR2A,2023-06-04,39207 BTU,56001 BTU,20.395599432015842,2027-09-01,2023-10-30,Active
6808,2250,Lind - Leuschke Plant,"Wunsch, Morar and Gorczany",25ZIVJ7EVV,2020-07-08,32270 BTU,44065 BTU,14.687628267729,2022-07-11,2023-03-26,Active
6809,2251,Brekke - Sanford Plant,Reinger LLC,L0VMWG25T7,2022-10-26,32540 BTU,40295 BTU,18.511584327685014,2029-02-23,2024-02-22,Active
6810,2251,Bogan - Mueller Plant,Bogisich Inc,JLD2LS0CQ9,2020-01-10,24074 BTU,29238 BTU,17.823766920433208,2027-01-18,2023-04-29,Under Maintenance
6811,2251,Osinski - Blick Plant,Jakubowski Inc,OMAP70SNNK,2023-08-28,25252 BTU,38163 BTU,19.679201344040244,2025-11-06,2024-07-13,Active
6812,2252,Bruen - Lubowitz Plant,Price - Windler,6OLFMJVRBX,2024-02-21,58877 BTU,37632 BTU,16.71383144572471,2026-12-12,2024-03-17,Inactive
6813,2252,McClure Inc Plant,Rosenbaum and Sons,AVRISJ5OAC,2021-12-01,56067 BTU,51305 BTU,20.01686737382232,2025-10-01,2023-07-04,Inactive
6814,2253,Deckow LLC Plant,"Hirthe, Champlin and Larson",YEMPPIEW7I,2024-08-03,55292 BTU,28896 BTU,16.014939027752636,2027-06-12,2024-09-08,Under Maintenance
6815,2253,Ferry - Koepp Plant,"Murazik, Haag and Mante",FAEUBV9ULE,2024-01-17,58591 BTU,35859 BTU,17.055816675068332,2030-04-19,2024-07-28,Under Maintenance
6816,2253,Ernser - Kuphal Plant,"Waters, Ullrich and Cruickshank",U5HURCOFGJ,2020-09-04,52417 BTU,55913 BTU,18.956435370794168,2030-07-14,2023-10-25,Inactive
6817,2254,Keebler LLC Plant,Kemmer and Sons,MHKI9FMSEJ,2023-04-30,59550 BTU,27957 BTU,19.750440668779092,2026-02-26,2024-04-06,Under Maintenance
6818,2255,Denesik - McKenzie Plant,Skiles and Sons,D7WIZMREIZ,2024-01-12,29114 BTU,47576 BTU,20.808260311653413,2027-01-20,2024-02-21,Inactive
6819,2255,Keeling - Anderson Plant,Stehr - Lemke,WZCRSOW1NM,2020-02-04,47470 BTU,31263 BTU,14.272788095962284,2028-05-08,2022-12-15,Under Maintenance
6820,2255,Farrell and Sons Plant,Stokes - Zulauf,SRAMQNA2FH,2020-05-10,31762 BTU,38318 BTU,13.420012081376704,2028-07-01,2022-04-16,Active
6821,2255,Leannon Inc Plant,"Veum, Murazik and Fisher",SVWQCUALFG,2022-09-09,35206 BTU,41833 BTU,15.149049854064765,2027-08-27,2024-01-25,Under Maintenance
6822,2255,"Barton, Rippin and Harris Plant",Runte - Mayert,JTWBQNUUZ0,2023-08-29,50649 BTU,57648 BTU,19.657181256491658,2030-09-06,2024-04-25,Active
6823,2256,"Koelpin, Considine and Klein Plant","Kunze, Prohaska and Schaden",R2PGW6SDZG,2023-10-07,48650 BTU,44135 BTU,19.292015380841107,2027-08-25,2024-02-21,Inactive
6824,2257,"Mitchell, Runolfsson and Powlowski Plant",Stracke - Waelchi,KPVOFMQS8J,2022-05-20,44297 BTU,28697 BTU,16.125089043726376,2026-06-29,2022-07-03,Active
6825,2257,Crist - Ebert Plant,Kuhn - Fadel,8RJVTZTQMH,2021-05-13,54525 BTU,57221 BTU,14.814286071520254,2029-01-04,2021-07-11,Inactive
6826,2257,"Aufderhar, Spencer and Hyatt Plant",Rosenbaum - Abbott,Z2DD00IKY7,2021-08-16,44464 BTU,28554 BTU,13.07086540570258,2027-08-21,2024-07-06,Active
6827,2257,Williamson Inc Plant,Reichert LLC,MWRJSVYM5O,2024-04-10,33346 BTU,55240 BTU,19.560541599708497,2026-08-12,2024-09-02,Inactive
6828,2258,"Kshlerin, Skiles and Ledner Plant",Sipes LLC,WKETBB5EBR,2023-03-20,47013 BTU,59434 BTU,14.176581008731741,2028-02-17,2024-07-21,Active
6829,2259,"Cronin, Waelchi and Crist Plant",Haag - Blanda,FTKLZ77KOX,2022-09-28,37630 BTU,34295 BTU,13.580405713371045,2028-11-21,2022-12-18,Inactive
6830,2260,"Roberts, Hudson and Upton Plant",Hills - Baumbach,OCMHZUWKCW,2024-09-10,34541 BTU,36491 BTU,14.994478666951435,2026-01-12,2024-09-23,Active
6831,2260,"Cronin, Padberg and Wisoky Plant",Wisozk LLC,XAKBTMH9EV,2020-09-29,53782 BTU,49293 BTU,17.278232925697516,2027-05-26,2022-04-03,Active
6832,2260,Doyle - Boyle Plant,"DuBuque, Jacobs and Balistreri",TQRSBB7ITY,2023-12-08,37525 BTU,53010 BTU,14.629134173209073,2027-05-23,2024-07-12,Inactive
6833,2260,Schumm Inc Plant,Wiegand Inc,BY4MWUOPAD,2022-01-09,55783 BTU,38195 BTU,13.873565349993232,2029-05-07,2022-01-20,Active
6834,2260,"Schimmel, Dietrich and Collier Plant",Wintheiser - Rodriguez,MXWLBUA8EC,2020-09-02,59054 BTU,32738 BTU,14.917443321711414,2030-04-13,2024-07-25,Active
