request_id,customer_id,equipment_id,request_date,description,priority,status,assigned_technician
7175,2398,4651,2023-04-25,Alo solum vulgaris capillus comis absorbeo.,Low,In Progress,38
7176,2398,16548,2022-08-14,Addo vomer coniecto.,High,Open,14
7177,2398,1854,2022-01-31,Audeo doloribus comes consequuntur pecto tui crux culpo depulso.,Medium,Closed,30
7178,2398,8406,2024-07-14,Aspernatur demoror calco surgo arguo demonstro.,Low,In Progress,12
7179,2398,16527,2023-07-29,Adicio subseco acquiro conatus viscus suus.,Medium,Open,15
7180,2398,21152,2023-07-05,Vulgivagus pauper amaritudo.,Medium,In Progress,25
7181,2399,14481,2024-05-05,Coadunatio considero infit creptio auditor comis sodalitas curto.,Low,Open,16
7182,2399,22852,2023-11-21,Arceo unus crur vestigium bos aureus aspicio nemo adficio cunabula.,Emergency,In Progress,26
7183,2400,10828,2024-09-01,Caput theologus blandior ustulo.,Emergency,Open,34
7184,2400,20164,2024-08-26,Spoliatio tabella quia adfectus validus aegrus adduco terreo nam maiores.,Medium,Open,13
7185,2400,20488,2024-08-27,Minima auctus teres ratione tricesimus summopere ulciscor viscus.,Low,Open,18
7186,2400,9532,2024-02-15,Ulterius adicio demulceo cur.,High,Open,16
7187,2401,1372,2024-07-22,Spiritus consectetur auditor.,Emergency,In Progress,15
7188,2402,1555,2023-04-01,Defaeco coniuratio valde ulciscor arceo valde.,Low,Open,46
7189,2403,20753,2024-06-21,Clementia acerbitas expedita impedit uxor argentum.,Medium,In Progress,17
7190,2403,19382,2024-07-06,Canonicus sum aestas.,Medium,Closed,33
7191,2403,3792,2024-09-01,Illo vereor totam eveniet decet.,Low,In Progress,43
7192,2403,8642,2020-08-25,Adnuo facere amita audax agnitio.,Medium,Open,22
7193,2403,16461,2022-03-27,Cimentarius cotidie aeneus.,Emergency,In Progress,6
7194,2403,1082,2024-09-04,Officiis accommodo praesentium cubitum adeptio conforto.,High,Open,46
7195,2403,10053,2024-05-17,Tondeo cruciamentum aureus utrimque molestiae.,Medium,Open,50
7196,2403,23127,2024-06-09,Dolorem dignissimos iusto contra cur.,Medium,In Progress,49
7197,2404,16466,2023-12-27,Voluptas conatus statim amicitia explicabo tantum curatio apostolus valde creptio.,Emergency,Open,18
7198,2405,21117,2021-08-19,Corpus amiculum dolorem assumenda conscendo vesper vomito.,Low,Closed,26
7199,2406,25007,2023-06-03,Vinculum expedita iusto defero sordeo.,Medium,Closed,31
7200,2406,11807,2024-03-26,Adiuvo abbas sunt territo abduco pecco thermae amissio curiositas.,Low,In Progress,21
7201,2407,21709,2023-08-22,Causa quae aureus.,Medium,Open,20
7202,2407,16418,2023-04-20,Temporibus averto aro vicissitudo.,High,In Progress,43
7203,2408,18944,2024-09-22,Tamdiu circumvenio usus crustulum quae creber solio pax aeger triduana.,Low,Closed,2
7204,2408,25386,2024-02-08,Temporibus ait excepturi cupiditas cibus claudeo statim defungo temptatio depereo.,High,Closed,31
7205,2408,11367,2024-09-10,Autem deporto aduro speculum dedico.,Medium,Closed,3
7206,2410,18659,2024-07-29,Adfectus dedecor carpo.,High,In Progress,12
7207,2410,20178,2023-05-07,Cognomen tabula vorago umbra corpus vulgo ratione totus.,Medium,In Progress,47
7208,2410,762,2024-07-20,Casso eveniet vomica alienus carus animus vulariter adiuvo nostrum surgo.,Medium,Open,3
7209,2410,6175,2021-09-12,Sopor libero cursus consequatur doloribus theca apud.,Medium,Closed,31
7210,2410,8146,2021-11-12,Abstergo adulescens tandem usque aggero considero bardus deprecator sint decet.,High,In Progress,35
7211,2410,17530,2024-06-26,Approbo autus aspernatur thalassinus somniculosus.,Low,Open,22
7212,2414,1662,2022-09-02,Aperte subseco varius conforto cernuus assumenda colo color cras excepturi.,Low,In Progress,7
7213,2414,11680,2024-05-31,Triduana victus vinitor animus catena cupiditas undique.,High,Closed,19
7214,2414,2320,2022-07-02,Amissio attero thema claro.,Medium,In Progress,11
7215,2415,17108,2024-09-17,Spoliatio nihil sulum antiquus strenuus cuius.,Medium,Open,3
7216,2415,3097,2023-04-23,Compello usus ustilo timidus canto anser blandior arbitro.,Low,Open,41
7217,2415,8548,2022-06-15,Triumphus voluptas blandior curis taedium creta titulus aperiam ea thymum.,Medium,Open,28
7218,2415,23260,2022-08-02,Arbitro vita corrupti vesica tamquam testimonium provident stipes.,Emergency,Open,10
7219,2415,17932,2022-07-29,Sollers decens utroque bellum.,Emergency,In Progress,29
7220,2417,18157,2024-06-27,Absum uxor sodalitas balbus crapula.,Emergency,Open,27
7221,2417,10553,2024-07-20,Pectus calculus tamquam vitae culpo conor crebro ascit verbum.,Low,Open,25
7222,2418,17082,2023-04-26,Eaque vitae delego vobis campana.,High,Closed,14
7223,2418,20171,2024-05-08,Adhaero summa admoneo tui statim ancilla valetudo verbera saepe.,Medium,Closed,23
7224,2418,8389,2024-06-09,Depereo succedo ducimus supra.,High,Open,9
7225,2418,2373,2024-03-20,Possimus excepturi defero vulnero dolores tricesimus tardus quisquam deinde.,High,In Progress,10
7226,2419,24998,2024-09-22,Spargo tumultus spero adhaero bos chirographum.,High,Open,11
7227,2420,5161,2022-12-24,Asperiores adeo cilicium.,Emergency,Open,15
7228,2420,24274,2023-11-16,Cribro tot tempora.,High,In Progress,14
7229,2421,15415,2020-12-17,Contabesco delectus subvenio aufero uredo carus sublime.,Emergency,Open,23
7230,2422,978,2023-09-12,Debilito canonicus patria suppono appello.,Medium,In Progress,11
7231,2422,14841,2020-06-07,Desipio vestigium deputo neque perferendis cursus aestivus damnatio clarus.,Medium,Open,35
7232,2423,8398,2023-07-18,Distinctio voluptatem socius magni arceo assumenda despecto volaticus usque.,Emergency,Open,17
7233,2423,25091,2024-01-03,Hic canis degero.,Emergency,Open,46
7234,2423,15793,2023-11-26,Suppono sophismata beneficium.,High,Open,33
7235,2423,14937,2020-11-24,Alii audeo teres vis vulnero aetas tendo sodalitas.,High,In Progress,20
7236,2423,15039,2020-11-26,Valetudo delectus nulla.,Low,Closed,19
7237,2424,2486,2022-11-26,Conscendo arcesso claudeo substantia vespillo vero.,High,Closed,1
7238,2424,19575,2022-05-05,Neque nihil vorago non.,Medium,Closed,7
7239,2424,24449,2022-07-21,Conservo degusto thalassinus.,Medium,Open,19
7240,2425,19035,2022-05-27,Torrens attollo exercitationem conqueror clarus crapula subnecto quidem tactus uredo.,Emergency,In Progress,40
7241,2425,23345,2024-01-15,Vespillo pecto amicitia.,Low,In Progress,12
7242,2426,4424,2022-09-17,Delego templum decretum suus conspergo cinis cribro artificiose urbs.,Low,Closed,47
7243,2426,11180,2024-06-23,Attonbitus delectatio sophismata.,Emergency,Open,33
7244,2426,13571,2024-04-01,Comburo cetera subito considero iusto taedium terreo modi.,Low,In Progress,7
7245,2426,6197,2023-05-19,Callide conventus dolorum aro video delectatio ambitus curatio admitto.,Emergency,Closed,9
7246,2427,24021,2020-09-27,Omnis tibi color aro architecto altus atqui bibo.,Emergency,Closed,21
7247,2427,22997,2022-05-07,Capio atrox demens vereor arto.,High,Open,19
7248,2427,24869,2024-02-18,Quas arcesso vallum soluta recusandae hic.,Low,In Progress,5
7249,2427,20399,2021-05-21,Viduo victoria laudantium adamo amo artificiose ventosus arbor.,Medium,In Progress,7
7250,2427,14244,2021-06-23,Aperiam rem vilitas averto trucido vulpes ustulo quos aliqua abbas.,Low,Open,41
7251,2428,8650,2024-07-25,Curis terga subito suppellex.,Emergency,Closed,44
7252,2428,2301,2024-06-20,Admitto ceno corrumpo addo dignissimos quidem demitto catena.,Emergency,Closed,20
7253,2428,19541,2024-04-28,Ara considero tricesimus qui vulnero.,High,Open,26
7254,2428,3425,2023-12-22,Stella cotidie aro caries conicio callide adulescens aufero tactus verto.,Medium,In Progress,3
7255,2429,22752,2024-09-04,Conor uterque aperte.,Emergency,In Progress,34
7256,2429,21756,2024-08-30,Id degusto velut victoria voluptate curtus demulceo vapulus esse.,High,Closed,4
7257,2430,4583,2024-02-25,Antea aestas caste officia ulciscor asperiores surculus sint esse.,Emergency,Open,37
7258,2430,22542,2020-09-09,Acceptus crur certus subiungo.,Medium,Closed,48
7259,2430,20195,2024-04-05,Cattus admitto ipsa verbum circumvenio cotidie.,Medium,In Progress,8
7260,2430,15637,2024-05-18,Uterque carmen aqua utique attonbitus sollicito votum tolero adhaero.,Low,Closed,4
7261,2430,23938,2024-05-03,Commodi cubo tredecim sono annus quaerat vulgaris veritatis vomica urbanus.,Emergency,Closed,4
7262,2432,24954,2023-02-22,Amiculum curto enim aperiam.,Medium,Closed,18
7263,2432,12931,2024-04-08,Nobis vereor carbo adfero demitto.,Emergency,In Progress,6
7264,2432,16106,2022-01-05,Vulgus ullam benevolentia est neque addo.,Medium,In Progress,2
7265,2433,4207,2024-03-27,Canonicus sonitus arcesso aranea baiulus ars.,Emergency,Closed,12
7266,2433,3307,2020-06-10,Caries dolorem id cribro vinco.,Low,Open,42
7267,2434,17863,2023-11-30,Depono nemo defaeco absum.,Emergency,Closed,27
7268,2435,10378,2023-08-23,Truculenter tabella curia suffragium attonbitus adinventitias ventus alioqui hic acer.,High,In Progress,42
7269,2435,13105,2023-10-29,Delectatio xiphias accusator aequus vindico urbs uxor.,High,In Progress,48
7270,2435,8168,2022-06-23,Enim speculum bellicus triduana angulus veniam vobis consectetur.,Low,Open,18
7271,2437,24625,2024-04-26,Depono tum clam sunt soleo cubo.,Emergency,Open,43
7272,2437,20855,2023-09-02,Vilis vulgivagus capitulus.,High,Closed,42
7273,2437,25020,2023-06-25,Barba defendo casso.,Emergency,Closed,38
7274,2438,22151,2022-09-09,Aveho turba voluptatum virgo solium bos.,Low,Closed,12
7275,2438,7892,2024-03-25,Combibo cubitum soleo comes possimus amoveo amicitia perspiciatis solus.,Low,Open,49
7276,2439,1006,2024-09-07,Tenetur decimus vicinus coruscus soleo urbanus cum thalassinus minus beatus.,High,Closed,49
7277,2441,6072,2023-07-20,Tantum vox conventus patrocinor delicate avarus arma urbanus comedo torqueo.,Emergency,Closed,25
7278,2441,19944,2021-12-20,Accusamus curvo necessitatibus callide universe decipio tactus ratione.,Low,Open,32
7279,2441,24006,2024-02-28,Congregatio conturbo curto timidus cupressus facere sollicito depraedor.,Low,Closed,18
7280,2441,21137,2022-02-12,Viduo auctor molestias abeo qui.,High,In Progress,46
7281,2441,2158,2022-08-16,Claro cito caelestis caelum tantillus aer.,Medium,Open,3
7282,2441,13736,2022-12-15,Patrocinor adhuc corrigo utilis xiphias aegre cometes statim sono abundans.,Emergency,Open,39
7283,2442,15862,2021-04-02,Bardus caritas complectus candidus compello decimus.,High,In Progress,49
7284,2442,1827,2021-11-25,Alienus sperno aggero provident deporto.,Low,In Progress,8
7285,2442,10379,2024-09-02,Confido inventore crepusculum ventus.,High,In Progress,30
7286,2442,12851,2024-08-05,Usque denuo occaecati calamitas soleo cito vitium ademptio.,Medium,In Progress,36
7287,2443,24791,2023-12-19,Tergum alias sed demitto aetas.,Emergency,Closed,12
7288,2443,11173,2024-06-23,Cupiditate ustilo bos ambitus sequi.,Medium,In Progress,35
7289,2443,4363,2024-04-15,Cultura amplexus numquam aegre decumbo viscus corrumpo amoveo sopor.,Medium,Closed,43
7290,2443,2704,2024-08-27,Bos subnecto amor bene calcar catena.,Emergency,Closed,23
7291,2444,12074,2024-02-27,Vulgo nam bellicus aro commodi voluntarius accusator clibanus.,High,Open,35
7292,2444,2877,2023-06-27,Vigilo debitis aufero.,Low,Closed,3
7293,2444,18434,2024-05-21,Maxime alter crebro acer cupressus viduo socius.,High,Open,11
7294,2444,19922,2022-12-10,Ultra casso caelum sed thermae vos.,Low,In Progress,31
7295,2444,12889,2023-12-25,Utpote allatus catena.,Emergency,In Progress,1
7296,2446,17797,2023-04-23,Vilicus arbor combibo delibero commemoro tergum.,Medium,Open,45
7297,2446,11466,2023-09-18,Delectatio alii acceptus tondeo demonstro supellex comminor theatrum.,Medium,In Progress,32
7298,2446,11935,2021-12-24,Civis capitulus aro demitto aiunt reiciendis.,High,Open,35
7299,2446,15916,2024-01-14,Talio universe una tergeo placeat.,High,In Progress,8
7300,2448,11935,2024-08-18,Voluptatibus suscipit repellat.,Low,Open,43
7301,2449,18279,2022-07-26,Vomito aurum dedecor peccatus cornu.,High,Open,41
7302,2449,23557,2024-02-25,Super pecus defluo thorax amissio subnecto canto.,Low,Open,31
7303,2449,8384,2024-04-25,Numquam cogo benevolentia solitudo.,High,Closed,36
7304,2450,23714,2024-07-29,Ulciscor conventus tristis vociferor appello cur arguo arcus.,High,Open,28
7305,2450,17391,2024-07-18,Degero aeternus tergo adduco cervus reprehenderit crastinus dolorum.,Emergency,Open,32
7306,2450,15779,2024-08-17,Eos vester valde allatus absconditus exercitationem.,High,Open,17
7307,2450,8501,2023-02-18,Itaque civitas terga terror minus velociter super.,Emergency,In Progress,28
7308,2451,12278,2024-07-17,Victus triumphus teneo.,Emergency,Open,14
7309,2452,15385,2023-01-21,Necessitatibus cernuus adnuo aggredior terreo conventus ipsam viridis.,Medium,Open,39
7310,2452,3785,2023-01-05,Tyrannus stips exercitationem aliquid vilicus sto paens.,Low,Closed,27
7311,2452,22585,2023-01-31,Ait repellendus valeo ventosus spectaculum temptatio centum attero usus ad.,Medium,Open,18
7312,2453,25415,2024-07-28,Sophismata ubi natus ab vomica sequi turba desino.,Medium,In Progress,48
7313,2454,11760,2024-06-10,Sub soluta veniam totus validus delibero illo.,Low,Open,26
7314,2454,15922,2024-02-02,Sophismata deficio aperte valeo comparo aestas victus vereor calamitas conturbo.,Emergency,Closed,11
7315,2454,2574,2024-08-10,Benevolentia patrocinor clibanus crastinus cupio coruscus clementia accedo tempus.,Emergency,Open,2
7316,2454,17581,2023-01-05,Textilis subito aptus strenuus vesco.,Medium,In Progress,25
7317,2454,3486,2023-06-11,Verumtamen ventito agnitio ustulo tremo placeat vigilo cupiditate derelinquo.,Low,Closed,34
7318,2455,12077,2021-01-01,Cornu auctor subvenio carcer bis.,Low,Open,26
7319,2455,20865,2024-02-14,Beatus sperno summopere provident degero verumtamen calamitas.,High,In Progress,37
7320,2455,22111,2024-07-22,Corporis comptus usque.,Low,Closed,45
7321,2455,21044,2023-12-11,Tristis adduco depereo tibi vinco umbra amplus odio vicinus.,Low,In Progress,30
7322,2455,17469,2023-08-15,Depopulo vulticulus amplitudo absque territo deprimo antea placeat.,Low,Open,18
7323,2456,18450,2024-05-22,Deduco artificiose appositus brevis dedecor arcus cum.,Low,In Progress,26
7324,2457,17086,2024-07-18,Tamisium doloribus cotidie decens.,Low,Open,50
7325,2457,6052,2024-08-13,Talio ad aut dicta auctus.,High,Closed,20
7326,2457,4350,2022-01-02,Consequuntur tempus tamdiu stillicidium solio tamen ars atque vulgus.,Emergency,Closed,8
7327,2458,9869,2022-03-17,Bestia vinitor curvo amo tamquam sublime absens defungo culpa.,Low,Open,13
7328,2458,15835,2024-03-13,Clam voluptate vesco tergeo sequi confero.,High,Open,18
7329,2458,1397,2023-08-10,Iure deserunt adopto caritas sumptus vinculum depono claro appositus.,Medium,Closed,44
7330,2458,1124,2023-11-24,Statim accendo tempus combibo.,Low,Open,29
7331,2459,2847,2023-12-09,Amaritudo vir corrupti amicitia quod caritas degusto.,Low,In Progress,47
7332,2459,11675,2024-02-21,Quod deripio triduana commemoro vesica eos sperno appello.,Low,In Progress,29
7333,2459,21865,2024-01-03,Canonicus capillus dolorum voluptates arx.,High,In Progress,19
7334,2460,9132,2024-03-01,Texo dapifer ascisco tibi accusantium excepturi.,Emergency,Closed,50
7335,2460,6244,2024-02-20,Calamitas maiores cumque vulgaris stella audeo.,Medium,In Progress,7
7336,2461,17622,2022-09-05,Ubi delibero testimonium auctor nobis reprehenderit sumptus.,Low,Open,38
7337,2461,5191,2024-08-19,Abscido modi aptus canonicus vox ventito appositus clibanus sponte.,Emergency,Open,38
7338,2461,12416,2024-08-02,Stella volaticus acer.,High,Closed,47
7339,2461,4110,2023-05-16,Ratione cornu viriliter deprimo.,Low,Closed,32
7340,2461,12216,2024-03-19,Chirographum aliquam agnitio cresco cur calamitas temperantia maxime tabgo.,High,Closed,12
7341,2462,21791,2024-06-06,Cohaero valeo tutamen arca canto vacuus clamo advenio nisi.,High,Open,18
7342,2462,8886,2024-09-06,Angulus occaecati cinis.,Emergency,Open,43
7343,2462,10191,2024-05-14,Aveho canonicus denuo demergo defetiscor antiquus aestivus ventosus abundans cenaculum.,Medium,Closed,6
7344,2463,15434,2024-09-05,Conturbo provident ubi cursus articulus aliquam.,Medium,Closed,48
7345,2463,8065,2024-07-30,Sodalitas atrocitas tenus defetiscor addo amissio abscido caute.,High,In Progress,22
7346,2463,3607,2024-05-23,Suscipit cras clarus ventosus aeneus magni inflammatio angelus.,Low,Closed,16
7347,2464,2483,2022-01-07,Averto aptus torrens.,Emergency,Open,20
7348,2464,13667,2022-08-26,Praesentium alias comitatus aut ustulo eum.,Medium,Open,50
7349,2465,557,2023-04-21,Cubicularis vomica thesis.,Medium,Closed,25
7350,2465,19250,2024-02-15,Comprehendo astrum magni vigilo ante aro tres.,Emergency,In Progress,21
7351,2465,10821,2024-05-18,Claustrum conventus tres territo demoror arcesso corpus sustineo capitulus spiculum.,High,In Progress,7
7352,2465,11110,2024-04-24,Sed surgo depraedor sperno sapiente avarus taceo.,Medium,In Progress,48
7353,2467,15702,2024-06-02,Decretum deinde suffoco verto umerus cogo ratione tandem.,Medium,In Progress,47
7354,2467,14423,2024-02-11,Odit antepono volup quis.,Emergency,Open,30
7355,2468,16890,2023-07-23,Delego blanditiis alo vulgus decumbo sublime aestus.,Medium,In Progress,27
7356,2468,4394,2023-03-27,Officiis vita expedita ea.,Medium,Closed,21
7357,2468,17179,2024-03-07,Voluntarius vigilo auxilium basium aveho animus circumvenio.,Low,Closed,50
7358,2468,20873,2022-10-13,Vitae copia odio vilitas tolero cruciamentum advenio catena viduo decens.,Medium,Open,49
7359,2468,13227,2022-10-30,Suppellex coerceo annus utrum cognomen voluptatibus.,Medium,Open,12
7360,2469,9937,2024-04-14,Barba conor textor valde.,Medium,In Progress,9
7361,2469,11187,2024-05-17,Beneficium cogo cito.,Emergency,In Progress,27
7362,2469,7953,2023-03-14,Tardus aduro admoveo tempora cumque sunt aggredior ipsum delectus valeo.,High,Closed,29
7363,2469,20528,2023-08-04,Acies somniculosus clarus occaecati fuga tunc.,Medium,Open,17
7364,2469,23293,2023-10-27,Coniecto titulus aliqua cubitum subnecto.,Medium,In Progress,16
7365,2469,14530,2024-03-11,Cursim ducimus caelum vis vobis antea.,Medium,In Progress,41
7366,2472,7218,2023-08-13,Decerno vaco adsum suscipit pecto uterque velum.,High,Closed,33
7367,2473,5956,2022-11-16,Est velit campana temporibus sophismata sophismata adfero demitto triduana.,High,Closed,38
7368,2473,5075,2024-03-02,Atrox aranea abduco creptio tenuis tribuo.,Low,Open,4
7369,2473,25135,2023-01-10,Sum tempore totidem antepono iure decerno totidem deputo.,Low,Closed,9
7370,2473,5091,2023-12-14,Facilis apud voro.,Emergency,Closed,32
7371,2473,16075,2023-10-27,Approbo amicitia sint verbera chirographum termes cavus.,High,Closed,27
7372,2473,23711,2024-05-14,Vacuus cerno temperantia compono aurum cedo taceo sumptus.,Emergency,Open,25
7373,2473,21627,2024-07-05,Admoneo suspendo teneo.,High,Open,25
7374,2474,9884,2024-07-02,Anser degenero adfero viridis commodo.,Low,In Progress,34
7375,2474,25257,2024-03-19,Trepide cupiditate provident civis pecco armarium placeat verus turba cunabula.,High,Open,46
7376,2474,6053,2023-08-02,Anser placeat sumo vinitor solitudo comes.,Medium,In Progress,4
7377,2474,18102,2023-10-21,Sordeo pax apto a delectatio utique depono curatio.,Emergency,Closed,47
7378,2474,19995,2023-09-26,Sint aperio ambulo ascisco tactus sollicito vespillo tabernus colo.,Medium,In Progress,18
7379,2474,8808,2023-04-29,Commemoro tepidus tenuis sed thorax.,High,Closed,41
7380,2474,6319,2024-06-08,Claudeo defleo venustas voluptatibus tabgo abduco.,Low,In Progress,48
7381,2475,19113,2022-09-14,Umquam aestus voro.,Low,Closed,46
7382,2475,2400,2020-11-03,Omnis timidus tutis depopulo surculus.,Emergency,Open,15
7383,2475,20336,2024-07-09,Subvenio id tametsi demum astrum vergo advenio animus canis.,High,Closed,23
7384,2476,18292,2022-09-16,Eaque solutio demergo eos bene arma uredo assumenda terebro ara.,High,Open,34
7385,2476,11446,2022-02-25,Demonstro territo harum arbustum speculum.,Medium,Open,33
7386,2476,14063,2023-01-10,Clementia corporis ducimus.,Medium,In Progress,21
7387,2476,3261,2023-06-27,Vilis accusamus volaticus arx decimus.,High,Open,46
7388,2476,7837,2023-09-08,Tres deprecator consuasor charisma demoror ceno decerno.,Low,In Progress,26
7389,2476,356,2022-02-17,Vitiosus adipiscor molestias.,Medium,In Progress,37
7390,2476,5560,2023-11-08,Vomer volutabrum fugiat harum temperantia.,Emergency,In Progress,35
7391,2477,14248,2023-05-30,Ipsum asporto despecto aurum sursum adsidue.,Medium,In Progress,23
7392,2477,19227,2021-04-01,Derelinquo conculco strues defessus timidus aggredior delicate.,Low,Closed,23
7393,2477,4866,2021-04-16,Tamquam arx arx.,Emergency,In Progress,47
7394,2477,2173,2022-03-29,Deprecator armarium porro via eaque.,Emergency,Closed,19
7395,2477,14796,2023-03-22,Adipiscor deficio demum patrocinor vomito.,Low,In Progress,36
7396,2477,3243,2024-09-20,Crebro barba curso conturbo tutamen.,Medium,In Progress,49
7397,2479,25396,2023-06-11,Argentum tamdiu confero nemo adhaero coniuratio tamisium combibo.,Emergency,In Progress,8
7398,2480,7823,2024-08-30,Blanditiis animadverto canis demoror adulescens culpa aufero terga velit.,Emergency,Open,8
7399,2480,16751,2024-09-21,Conqueror versus fugit succedo callide curiositas.,Medium,Open,35
7400,2481,7753,2023-03-04,Sperno amor valens vulgivagus volva.,Medium,Open,26
7401,2482,11215,2022-06-26,Corporis administratio aufero tendo.,Medium,Closed,22
7402,2482,24617,2021-09-13,Virtus supplanto paulatim.,Medium,Open,2
7403,2483,8945,2024-04-28,Umerus vilitas contego summa subito claro undique civitas.,Medium,Closed,16
7404,2484,16101,2024-07-07,Cohors subvenio mollitia occaecati circumvenio concido.,Medium,In Progress,33
7405,2484,23934,2024-02-27,Perferendis terebro titulus ipsa voco accusator minus commodi tenax patrocinor.,Medium,In Progress,9
7406,2484,6436,2024-04-10,Vulnero suffoco aspicio adipiscor aperiam comptus.,High,Open,21
7407,2484,25860,2022-06-28,Viridis ars soluta tenetur argumentum currus cinis.,Low,In Progress,10
7408,2484,22405,2024-07-29,Circumvenio auctor pecco tyrannus cervus arbor harum sordeo adicio somnus.,High,Closed,44
7409,2484,6964,2024-06-21,Deporto arcus calculus defetiscor adopto toties abstergo id colo.,Emergency,Closed,24
7410,2484,2836,2024-01-24,Suasoria sulum abundans tristis aspicio solio laudantium tergiversatio acervus.,Emergency,Closed,10
7411,2485,4404,2024-08-06,Occaecati tutamen tres molestias censura velociter taceo.,Emergency,Closed,40
7412,2485,17321,2023-07-17,Tersus uxor magnam.,Medium,Closed,13
7413,2485,14886,2024-07-11,Fugit concedo arto tabernus vicinus terror totidem.,Emergency,Open,1
7414,2485,308,2022-11-15,Curis infit atque cultellus cruentus caries solio callide.,Low,Closed,15
7415,2485,6827,2024-09-14,Comitatus vomer accusantium attonbitus.,High,Open,10
7416,2487,20066,2023-01-18,Uxor quidem repellat confugo unus vulariter atrocitas sumo acervus pauper.,Low,Closed,1
7417,2487,19678,2024-02-25,Atrox umerus subito curatio quidem.,High,Open,50
7418,2487,19098,2023-02-22,Basium pariatur maiores cogo deleniti aeneus aedificium.,High,Open,22
7419,2488,22911,2022-12-30,Antepono depereo capillus odio.,Emergency,Open,2
7420,2488,23742,2020-04-26,Excepturi contego vociferor.,Emergency,In Progress,23
7421,2488,22247,2022-03-27,Caste adversus cresco ducimus.,Low,Open,35
7422,2489,10429,2021-05-26,Alias suppellex tabernus.,Emergency,Closed,18
7423,2489,19666,2022-11-20,Sapiente abeo sapiente victus ubi decumbo.,High,In Progress,30
7424,2489,21767,2023-04-04,Dapifer cupiditas caste strues carmen fugit defetiscor alter tempora asporto.,Emergency,Open,42
7425,2489,12227,2024-04-05,Amplus sollicito tribuo.,High,Open,37
7426,2489,8155,2023-10-27,Subseco arcus canonicus demergo tubineus tener aer.,Low,Closed,15
7427,2489,24685,2023-11-23,Cubicularis cado sono caritas curto crudelis thorax abduco.,High,Open,4
7428,2490,2387,2020-09-25,Communis casso campana sustineo sodalitas.,Emergency,Open,48
7429,2490,12363,2022-02-04,Celer vomer repellat.,Low,In Progress,9
7430,2491,25754,2024-02-02,Video urbs ad occaecati certus.,Low,Open,32
7431,2491,26063,2024-04-20,Terror tabella solium rerum pecto vir illo verus curtus.,Emergency,Closed,33
7432,2492,21022,2023-11-24,Voveo tyrannus aut compono.,Low,Open,38
7433,2492,16411,2023-12-25,Conscendo civis tunc caritas qui adfero coruscus tenuis advenio.,Medium,Open,20
7434,2492,17114,2024-05-04,Aequus id pauper terga arbustum clamo censura stultus sophismata sui.,Medium,In Progress,4
7435,2493,19553,2022-03-17,Considero cribro congregatio tum depopulo a harum quo.,High,Open,21
7436,2493,19575,2023-06-24,Subiungo carpo cura infit clam contigo.,Low,Open,23
7437,2494,3694,2023-11-06,Audacia numquam versus abundans cena torrens tametsi.,Low,Open,29
7438,2494,5956,2024-09-20,Tumultus accusantium agnosco versus nostrum admiratio cohibeo angustus.,Medium,Closed,49
7439,2495,12300,2022-05-21,Nemo sursum spero ancilla calamitas tripudio titulus demonstro eaque volo.,High,Closed,43
7440,2495,4543,2024-08-15,Iusto sub socius canto dolore suasoria deprimo.,Emergency,Open,44
7441,2496,10484,2024-05-20,Ater tempora autem valde ventus aestus confido iusto deputo.,Emergency,Open,2
7442,2496,12150,2024-09-04,Thema dolore sulum delectatio spargo adstringo aequus.,High,In Progress,32
7443,2496,23579,2023-01-10,Celo crux comminor thalassinus avarus volo audio degusto cursim.,Medium,In Progress,29
7444,2496,15734,2023-08-29,Peccatus cupressus termes patrocinor alius crudelis valeo verbum vito alius.,Low,Closed,30
7445,2496,14133,2023-02-24,Tertius sollicito vita templum volutabrum.,High,Open,11
7446,2497,8991,2024-09-10,Numquam ulciscor thorax alii adipisci officia.,High,In Progress,31
7447,2500,15068,2024-01-28,Conculco sono victoria verecundia bibo quod deduco catena.,High,In Progress,29
7448,2500,12896,2024-09-18,Eius atrocitas comparo claro quos.,Medium,Open,31
7449,2500,17150,2022-05-06,Suadeo civis terga beneficium facilis torrens laudantium tolero voluntarius aiunt.,High,Open,7
7450,2500,5211,2022-01-11,Corrumpo quos adinventitias.,High,Closed,25
7451,2500,17193,2024-06-08,Torqueo pectus vitae deleo reprehenderit ambitus caritas laborum thermae.,Emergency,Closed,48
7452,2500,19142,2022-10-17,Deserunt contra cogito antiquus.,Medium,Open,42
7453,2501,13446,2023-12-26,Hic vapulus aeternus animi expedita templum creber.,Low,In Progress,37
7454,2501,16915,2023-12-10,Cuius carbo colo celer velit validus praesentium subiungo pecus.,Emergency,Open,15
7455,2501,26266,2024-05-21,Curvo absorbeo viduo libero agnosco tergiversatio vindico.,Emergency,Open,40
7456,2501,23730,2024-06-10,Strenuus correptius facere demulceo censura.,High,Open,39
7457,2502,10163,2024-08-20,Solium volutabrum umbra creta decumbo.,Low,Closed,23
7458,2502,8209,2024-09-15,Curvo surculus error.,Low,In Progress,30
7459,2503,158,2021-02-12,Degenero adaugeo circumvenio vix calamitas tenax cunctatio.,High,Closed,12
7460,2503,8545,2024-09-06,Corona ascit rem decor amiculum tepesco toties amissio.,Low,In Progress,47
7461,2503,6788,2020-08-31,Antiquus depono abundans debitis subito arceo adeo tripudio.,Medium,Closed,10
